Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
indian,male,moderate,44,no,no_kids,small,brown,traditional,blue,long sleeve,black,long,clothes,4,7,yes,57,0,11,1,Partly cloudy,Late Night,Saturday,no,Shah Alam
foreigner,female,moderate,47,yes,young,big,blue,formal,red,short_sleeve,blue,short,clothes,4,9,no,31,0,16,3,Broken clouds,Night,Tuesday,no,Shah Alam
foreigner,female,moderate,57,no,baby,big,grey,traditional,blue,long sleeve,grey,short,clothes,4,7,yes,19,5,17,2,Partly cloudy,Night,Wednesday,no,Shah Alam
foreigner,female,moderate,55,no,toddler,small,white,traditional,grey,long sleeve,red,long,clothes,5,9,no,35,2,10,3,Partly sunny,Evening,Saturday,no,Shah Alam
chinese,male,fat,26,no,toddler,big,green,casual,yellow,short_sleeve,yellow,short,clothes,5,7,yes,53,3,18,3,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
malay,male,thin,56,no,toddler,small,red,formal,red,short_sleeve,black,short,clothes,3,9,yes,30,2,9,3,Light rain,Night,Saturday,no,Shah Alam
foreigner,male,moderate,26,no,no_kids,small,black,casual,yellow,long sleeve,red,long,blankets,3,7,yes,38,2,16,3,Passing clouds,Night,Wednesday,no,Majlis Perbandaran Klang
indian,male,thin,25,yes,toddler,small,black,traditional,white,short_sleeve,orange,long,blankets,3,9,yes,53,1,21,3,Broken clouds,Morning,Wednesday,no,Majlis Perbandaran Klang
chinese,male,moderate,43,no,no_kids,small,brown,casual,pink,long sleeve,purple,long,blankets,3,9,yes,56,0,18,2,Thunderstorms,Noon,Wednesday,no,Shah Alam
malay,male,moderate,46,yes,no_kids,small,yellow,formal,green,short_sleeve,blue,long,clothes,4,8,yes,37,1,8,3,Partly cloudy,Early Morning,Wednesday,no,Majlis Perbandaran Klang
chinese,female,fat,45,no,no_kids,big,purple,casual,yellow,long sleeve,pink,long,blankets,3,9,yes,38,0,21,3,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
indian,male,fat,51,no,toddler,big,orange,formal,pink,short_sleeve,blue,short,clothes,3,10,yes,38,0,12,1,Broken clouds,Morning,Saturday,no,Shah Alam
indian,female,moderate,41,yes,toddler,small,black,formal,blue,short_sleeve,blue_jeans,short,blankets,5,10,yes,22,2,17,2,Broken clouds,Evening,Thursday,no,Shah Alam
indian,male,fat,36,yes,toddler,big,black,formal,brown,long sleeve,grey,long,clothes,3,9,no,39,3,11,2,Partly cloudy,Night,Wednesday,no,Shah Alam
chinese,female,thin,39,no,baby,small,orange,casual,grey,short_sleeve,white,short,clothes,5,9,no,52,4,20,3,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Klang
chinese,female,moderate,51,yes,toddler,big,red,casual,pink,short_sleeve,blue,long,clothes,3,10,yes,29,4,9,3,Partly cloudy,Late Night,Saturday,no,Shah Alam
foreigner,female,thin,35,no,toddler,big,grey,traditional,brown,long sleeve,blue,long,clothes,5,9,yes,23,2,10,1,Partly cloudy,Night,Thursday,no,Shah Alam
indian,female,moderate,57,no,young,small,orange,formal,green,short_sleeve,yellow,short,blankets,3,7,yes,26,0,18,1,Broken clouds,Noon,Tuesday,no,Majlis Perbandaran Klang
malay,male,fat,47,no,baby,small,yellow,traditional,orange,short_sleeve,red,short,blankets,6,7,yes,39,5,7,2,Passing clouds,Late Night,Sunday,no,Shah Alam
chinese,male,fat,32,yes,toddler,big,blue,formal,purple,short_sleeve,blue_jeans,short,clothes,4,7,yes,17,0,19,1,Partly cloudy,Early Morning,Thursday,no,Shah Alam
indian,male,thin,43,yes,no_kids,small,black,casual,black,short_sleeve,black,long,clothes,5,9,no,29,4,14,2,Broken clouds,Evening,Friday,no,Shah Alam
foreigner,female,moderate,48,no,young,big,brown,casual,black,short_sleeve,purple,short,clothes,6,7,no,33,3,13,2,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
malay,female,moderate,56,yes,toddler,big,purple,formal,yellow,short_sleeve,yellow,long,clothes,4,7,no,57,5,10,1,Partly cloudy,Night,Thursday,no,Majlis Perbandaran Klang
foreigner,female,moderate,24,no,young,big,green,formal,yellow,short_sleeve,grey,short,clothes,5,10,no,15,4,19,1,Broken clouds,Noon,Saturday,no,Shah Alam
chinese,male,thin,22,yes,young,big,brown,formal,pink,short_sleeve,yellow,long,clothes,6,9,no,31,4,9,2,Thunderstorms,Evening,Friday,no,Majlis Perbandaran Klang
indian,male,moderate,22,yes,young,small,green,traditional,yellow,long sleeve,blue,short,clothes,6,10,no,35,4,9,1,Light rain,Evening,Thursday,no,Shah Alam
foreigner,female,thin,26,no,no_kids,big,grey,traditional,pink,long sleeve,grey,long,blankets,6,10,yes,14,0,20,1,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Klang
malay,male,fat,59,yes,young,big,white,traditional,black,long sleeve,blue,long,clothes,6,8,no,33,3,15,3,Broken clouds,Evening,Saturday,no,Shah Alam
chinese,male,thin,22,no,young,small,white,traditional,orange,short_sleeve,blue_jeans,long,blankets,4,7,no,55,5,21,2,Broken clouds,Noon,Friday,no,Majlis Perbandaran Klang
foreigner,male,fat,58,no,toddler,big,black,formal,white,long sleeve,grey,short,blankets,5,8,yes,47,1,12,3,Broken clouds,Noon,Monday,no,Majlis Perbandaran Klang
foreigner,female,fat,44,no,toddler,big,white,formal,black,short_sleeve,white,short,clothes,5,10,no,51,2,7,2,Partly cloudy,Night,Friday,no,Shah Alam
foreigner,male,moderate,23,no,young,big,black,formal,blue,long sleeve,purple,long,blankets,6,8,yes,58,0,14,3,Partly sunny,Morning,Wednesday,no,Shah Alam
chinese,male,thin,40,no,young,big,blue,formal,purple,long sleeve,orange,short,clothes,5,9,no,39,3,8,2,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Klang
malay,male,thin,54,yes,toddler,small,purple,casual,grey,short_sleeve,white,short,clothes,3,7,no,26,0,14,1,Broken clouds,Morning,Friday,no,Majlis Perbandaran Klang
indian,female,fat,43,no,baby,big,black,formal,black,long sleeve,brown,long,blankets,6,7,yes,11,3,12,3,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Klang
chinese,male,fat,49,yes,toddler,big,grey,casual,brown,short_sleeve,blue,short,clothes,4,7,no,54,0,7,3,Partly cloudy,Morning,Monday,no,Majlis Perbandaran Klang
chinese,male,fat,42,yes,toddler,big,orange,formal,grey,long sleeve,black,short,clothes,5,10,yes,34,1,10,2,Partly sunny,Noon,Monday,no,Majlis Perbandaran Klang
chinese,female,thin,39,yes,toddler,small,blue,formal,grey,short_sleeve,purple,long,blankets,4,10,no,18,5,10,2,Partly sunny,Evening,Wednesday,no,Majlis Perbandaran Klang
foreigner,male,moderate,19,yes,young,small,white,casual,red,short_sleeve,brown,long,clothes,3,7,yes,30,3,8,3,Passing clouds,Late Night,Wednesday,no,Majlis Perbandaran Klang
indian,male,thin,51,yes,young,big,grey,traditional,orange,short_sleeve,pink,long,blankets,4,8,yes,28,4,21,3,Passing clouds,Late Night,Sunday,no,Majlis Perbandaran Klang
indian,female,fat,20,no,young,big,red,casual,yellow,short_sleeve,pink,short,clothes,4,10,no,20,5,18,3,Partly sunny,Noon,Wednesday,no,Majlis Perbandaran Klang
malay,female,thin,22,yes,baby,small,white,casual,blue,short_sleeve,red,short,clothes,3,8,no,38,1,9,3,Partly cloudy,Late Night,Monday,no,Shah Alam
malay,female,thin,60,yes,no_kids,big,green,traditional,pink,short_sleeve,purple,long,clothes,6,9,yes,14,1,13,3,Partly cloudy,Night,Saturday,no,Majlis Perbandaran Klang
chinese,female,fat,36,yes,no_kids,big,purple,casual,white,short_sleeve,brown,long,clothes,3,10,no,43,2,18,2,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Klang
indian,female,moderate,46,no,no_kids,big,grey,casual,black,long sleeve,grey,short,blankets,6,10,no,44,4,8,1,Broken clouds,Noon,Sunday,no,Majlis Perbandaran Klang
malay,male,fat,19,no,toddler,big,blue,casual,white,long sleeve,yellow,long,blankets,3,9,no,50,3,17,3,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Klang
foreigner,female,moderate,59,no,young,small,black,casual,green,short_sleeve,pink,short,blankets,6,7,yes,39,5,12,1,Broken clouds,Noon,Wednesday,no,Majlis Perbandaran Klang
chinese,male,moderate,37,no,toddler,big,pink,traditional,black,short_sleeve,pink,long,clothes,4,8,yes,43,5,9,2,Broken clouds,Noon,Saturday,no,Shah Alam
malay,female,thin,51,yes,toddler,small,orange,formal,brown,short_sleeve,red,long,blankets,5,10,no,49,1,10,1,Broken clouds,Noon,Friday,no,Majlis Perbandaran Klang
indian,female,thin,28,no,toddler,big,yellow,casual,brown,short_sleeve,blue_jeans,long,clothes,6,9,yes,31,5,12,2,Broken clouds,Noon,Thursday,no,Majlis Perbandaran Klang
indian,male,moderate,32,yes,young,big,pink,casual,green,short_sleeve,grey,short,clothes,6,10,yes,25,5,11,2,Broken clouds,Noon,Wednesday,no,Majlis Perbandaran Klang
foreigner,male,thin,35,no,no_kids,small,white,casual,blue,short_sleeve,brown,short,clothes,3,9,yes,29,0,21,3,Broken clouds,Noon,Sunday,no,Majlis Perbandaran Klang
chinese,female,thin,57,yes,toddler,small,purple,traditional,purple,short_sleeve,blue,long,clothes,4,7,yes,18,5,9,3,Broken clouds,Noon,Sunday,yes,Shah Alam
indian,male,thin,47,no,no_kids,small,red,traditional,yellow,long sleeve,blue,short,clothes,5,7,no,20,2,18,1,Partly cloudy,Night,Tuesday,no,Shah Alam
foreigner,female,fat,54,no,toddler,big,black,traditional,black,short_sleeve,grey,long,clothes,6,8,no,19,2,20,1,Passing clouds,Early Morning,Saturday,no,Shah Alam
foreigner,male,moderate,21,yes,toddler,big,red,casual,black,long sleeve,purple,short,blankets,6,9,yes,57,0,20,3,Partly cloudy,Night,Tuesday,no,Shah Alam
malay,male,thin,21,yes,baby,small,brown,formal,yellow,long sleeve,blue,short,clothes,5,9,yes,46,1,9,3,Partly cloudy,Night,Tuesday,no,Majlis Perbandaran Klang
chinese,male,fat,19,yes,baby,small,blue,formal,green,short_sleeve,pink,short,clothes,3,9,yes,20,1,7,3,Thunderstorms,Noon,Tuesday,no,Majlis Perbandaran Klang
chinese,female,fat,32,no,young,big,blue,casual,blue,long sleeve,black,short,blankets,5,7,no,52,2,18,1,Partly sunny,Morning,Wednesday,no,Shah Alam
malay,female,fat,32,yes,baby,big,grey,casual,black,long sleeve,yellow,long,blankets,6,7,yes,57,4,7,1,Partly cloudy,Early Morning,Tuesday,no,Shah Alam
foreigner,female,moderate,44,no,toddler,small,pink,casual,orange,long sleeve,yellow,long,clothes,4,10,no,14,4,16,2,Partly sunny,Noon,Sunday,no,Majlis Perbandaran Klang
foreigner,female,moderate,29,yes,toddler,big,yellow,casual,red,short_sleeve,green,short,clothes,3,10,no,48,1,10,2,Partly cloudy,Late Night,Sunday,no,Majlis Perbandaran Klang
chinese,female,moderate,26,yes,no_kids,small,brown,traditional,white,long sleeve,purple,short,blankets,3,8,yes,41,5,13,3,Broken clouds,Noon,Monday,no,Shah Alam
indian,male,moderate,18,yes,baby,small,red,traditional,red,short_sleeve,pink,short,clothes,5,8,no,16,0,9,3,Passing clouds,Morning,Monday,no,Shah Alam
indian,male,thin,54,no,baby,small,brown,formal,grey,short_sleeve,green,short,blankets,5,8,no,40,4,10,1,Thunderstorms,Night,Sunday,no,Shah Alam
chinese,female,fat,57,no,young,small,black,casual,blue,long sleeve,black,long,clothes,6,8,yes,57,2,13,1,Broken clouds,Evening,Friday,no,Majlis Perbandaran Klang
indian,female,moderate,59,no,baby,big,red,casual,grey,short_sleeve,blue,long,clothes,6,9,no,57,1,19,3,Partly sunny,Evening,Wednesday,no,Majlis Perbandaran Klang
indian,female,thin,29,no,no_kids,small,white,traditional,pink,short_sleeve,yellow,long,blankets,5,9,no,21,4,13,2,Broken clouds,Noon,Friday,no,Shah Alam
malay,female,moderate,42,yes,toddler,small,grey,traditional,black,long sleeve,blue,short,clothes,3,9,yes,25,1,10,3,Passing clouds,Night,Sunday,yes,Shah Alam
malay,female,moderate,27,no,toddler,small,blue,casual,red,short_sleeve,blue,short,blankets,6,9,no,47,2,8,1,Broken clouds,Evening,Tuesday,no,Shah Alam
indian,female,thin,40,no,toddler,big,grey,casual,pink,long sleeve,white,long,clothes,5,9,yes,49,2,15,1,Partly cloudy,Late Night,Sunday,yes,Majlis Perbandaran Klang
chinese,female,moderate,21,no,toddler,big,brown,traditional,black,short_sleeve,blue,short,blankets,6,9,no,54,5,10,1,Partly cloudy,Morning,Friday,no,Majlis Perbandaran Klang
malay,female,moderate,24,yes,toddler,small,pink,traditional,black,long sleeve,yellow,short,clothes,6,9,yes,42,0,20,1,Broken clouds,Noon,Sunday,no,Majlis Perbandaran Klang
chinese,male,moderate,56,no,young,small,white,formal,brown,short_sleeve,red,short,clothes,5,8,no,31,2,11,3,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Klang
indian,female,fat,33,yes,baby,small,brown,formal,brown,long sleeve,brown,short,clothes,4,10,no,44,5,9,2,Broken clouds,Noon,Sunday,yes,Shah Alam
foreigner,female,fat,46,yes,toddler,small,black,formal,yellow,long sleeve,pink,short,clothes,3,7,no,30,3,19,3,Partly cloudy,Night,Thursday,no,Shah Alam
indian,male,thin,51,no,toddler,small,yellow,casual,red,long sleeve,grey,long,blankets,3,7,no,54,3,11,1,Partly cloudy,Early Morning,Sunday,yes,Majlis Perbandaran Klang
indian,male,thin,45,no,baby,small,grey,formal,yellow,short_sleeve,red,short,clothes,6,8,no,14,5,8,2,Broken clouds,Morning,Saturday,no,Majlis Perbandaran Klang
indian,male,fat,18,no,baby,big,white,traditional,red,long sleeve,black,long,blankets,4,8,no,36,5,19,3,Partly cloudy,Late Night,Wednesday,no,Shah Alam
malay,female,thin,43,no,toddler,small,black,formal,orange,short_sleeve,grey,short,clothes,6,7,yes,36,1,11,2,Broken clouds,Morning,Friday,no,Majlis Perbandaran Klang
foreigner,female,moderate,26,no,no_kids,big,red,casual,yellow,short_sleeve,orange,long,blankets,6,10,no,14,5,17,3,Partly sunny,Morning,Friday,no,Majlis Perbandaran Klang
foreigner,male,fat,60,yes,toddler,big,grey,traditional,black,short_sleeve,grey,short,blankets,3,10,yes,59,5,18,1,Passing clouds,Early Morning,Monday,no,Shah Alam
malay,male,moderate,58,yes,no_kids,small,red,traditional,grey,long sleeve,white,short,blankets,6,9,no,60,3,18,2,Partly cloudy,Early Morning,Saturday,no,Majlis Perbandaran Klang
malay,male,thin,35,yes,no_kids,big,green,casual,red,long sleeve,pink,long,blankets,5,10,yes,39,0,10,1,Broken clouds,Evening,Monday,no,Majlis Perbandaran Klang
chinese,male,moderate,38,no,young,big,white,traditional,black,short_sleeve,blue,long,blankets,4,7,yes,17,5,21,1,Broken clouds,Morning,Tuesday,no,Majlis Perbandaran Klang
indian,female,moderate,43,yes,toddler,small,black,formal,yellow,short_sleeve,black,short,blankets,6,9,no,39,3,21,1,Partly cloudy,Late Night,Saturday,no,Shah Alam
chinese,male,moderate,31,no,no_kids,big,green,casual,yellow,long sleeve,white,short,clothes,5,10,no,42,2,12,3,Broken clouds,Morning,Saturday,no,Shah Alam
chinese,male,thin,34,no,baby,big,blue,casual,black,long sleeve,white,long,clothes,3,8,yes,45,4,14,2,Partly cloudy,Early Morning,Monday,yes,Shah Alam
malay,female,moderate,30,yes,young,big,grey,formal,grey,long sleeve,green,short,blankets,6,7,yes,46,1,9,2,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Klang
foreigner,female,moderate,47,no,young,small,blue,formal,green,short_sleeve,orange,long,blankets,4,10,yes,19,5,19,3,Overcast,Evening,Thursday,no,Majlis Perbandaran Klang
chinese,female,moderate,60,no,toddler,small,black,casual,brown,short_sleeve,white,long,clothes,5,8,no,51,0,17,3,Partly cloudy,Early Morning,Sunday,no,Majlis Perbandaran Klang
foreigner,female,fat,45,no,no_kids,big,blue,casual,blue,long sleeve,black,short,blankets,5,9,yes,19,2,11,1,More clouds than sun,Evening,Monday,yes,Shah Alam
foreigner,female,thin,52,yes,toddler,big,white,formal,blue,long sleeve,purple,short,clothes,5,7,no,27,5,16,1,Rain,Night,Saturday,no,Majlis Perbandaran Klang
malay,female,thin,52,yes,baby,small,yellow,formal,black,short_sleeve,blue,long,blankets,6,7,no,45,3,12,3,Broken clouds,Noon,Friday,no,Majlis Perbandaran Klang
malay,male,fat,60,no,toddler,small,pink,casual,red,long sleeve,orange,short,clothes,5,8,no,50,3,15,1,Strong thunderstorms,Evening,Thursday,no,Shah Alam
indian,male,moderate,18,yes,no_kids,small,pink,casual,white,short_sleeve,yellow,long,clothes,4,7,yes,49,3,9,2,Broken clouds,Morning,Monday,no,Shah Alam
chinese,female,fat,44,no,no_kids,small,white,casual,black,short_sleeve,black,short,clothes,3,8,no,21,2,21,3,Passing clouds,Late Night,Tuesday,no,Majlis Perbandaran Klang
indian,male,fat,43,yes,baby,small,blue,formal,red,long sleeve,white,long,blankets,3,10,yes,17,4,14,3,Partly cloudy,Late Night,Friday,no,Shah Alam
indian,female,thin,53,no,toddler,small,blue,casual,yellow,short_sleeve,green,long,blankets,6,9,yes,29,2,17,2,Broken clouds,Evening,Sunday,yes,Shah Alam
foreigner,male,moderate,33,no,young,small,orange,formal,red,short_sleeve,white,short,clothes,3,10,no,47,0,14,1,Broken clouds,Evening,Wednesday,no,Shah Alam
malay,female,fat,41,yes,young,big,orange,traditional,brown,long sleeve,black,short,clothes,5,9,no,49,4,7,3,Partly cloudy,Early Morning,Friday,no,Majlis Perbandaran Klang
chinese,male,fat,54,yes,no_kids,big,blue,formal,purple,short_sleeve,black,long,clothes,3,8,no,21,2,19,3,Partly sunny,Morning,Tuesday,no,Shah Alam
chinese,male,moderate,30,no,young,big,pink,formal,green,long sleeve,blue_jeans,short,clothes,6,8,no,18,5,7,2,Partly cloudy,Early Morning,Thursday,no,Majlis Perbandaran Klang
malay,female,thin,41,no,baby,small,yellow,casual,red,long sleeve,blue,long,blankets,6,10,yes,29,2,12,3,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Klang
indian,female,thin,59,yes,toddler,big,purple,formal,red,long sleeve,blue,long,blankets,5,8,yes,36,1,12,1,Partly sunny,Morning,Monday,no,Majlis Perbandaran Klang
indian,male,moderate,29,yes,young,small,grey,formal,purple,short_sleeve,blue,short,blankets,5,10,no,33,1,9,1,Broken clouds,Evening,Thursday,yes,Shah Alam
malay,female,thin,18,no,young,small,brown,traditional,orange,long sleeve,blue,long,clothes,5,8,no,30,5,10,1,Partly cloudy,Night,Sunday,no,Majlis Perbandaran Klang
indian,female,fat,31,yes,baby,small,black,casual,blue,short_sleeve,brown,short,blankets,5,8,no,36,4,17,3,Broken clouds,Evening,Sunday,no,Shah Alam
chinese,female,fat,59,no,toddler,small,pink,casual,blue,long sleeve,blue,long,blankets,5,9,no,25,4,16,2,Partly cloudy,Early Morning,Friday,no,Majlis Perbandaran Klang
malay,female,moderate,48,yes,young,small,yellow,casual,red,short_sleeve,orange,short,blankets,5,7,yes,52,4,12,3,Broken clouds,Morning,Saturday,no,Majlis Perbandaran Klang
malay,female,moderate,59,no,toddler,small,green,formal,black,long sleeve,black,short,blankets,5,8,yes,13,3,15,3,Thunderstorms,Evening,Sunday,no,Shah Alam
indian,male,fat,19,yes,baby,small,white,casual,blue,short_sleeve,grey,short,clothes,6,9,yes,42,3,11,3,Partly sunny,Morning,Friday,no,Shah Alam
foreigner,female,moderate,53,yes,young,big,grey,formal,white,long sleeve,black,long,blankets,6,8,no,18,3,21,1,Broken clouds,Noon,Friday,no,Majlis Perbandaran Klang
chinese,female,thin,29,yes,baby,small,grey,formal,orange,short_sleeve,brown,long,clothes,5,10,yes,60,5,18,3,Partly cloudy,Night,Saturday,no,Majlis Perbandaran Klang
indian,female,thin,23,no,toddler,small,brown,formal,green,short_sleeve,black,short,blankets,5,8,yes,29,5,13,2,Partly cloudy,Late Night,Saturday,no,Shah Alam
indian,male,thin,26,yes,young,big,white,casual,pink,short_sleeve,yellow,long,blankets,6,7,no,46,4,18,2,Broken clouds,Evening,Wednesday,no,Majlis Perbandaran Klang
malay,female,moderate,42,no,toddler,big,purple,casual,brown,long sleeve,grey,short,clothes,4,10,yes,48,5,17,2,Broken clouds,Noon,Sunday,no,Shah Alam
malay,male,fat,41,yes,no_kids,small,red,casual,black,long sleeve,orange,long,clothes,6,7,yes,32,1,10,2,Thunderstorms,Evening,Sunday,yes,Shah Alam
chinese,female,thin,58,no,toddler,big,yellow,casual,black,long sleeve,white,long,blankets,4,10,no,55,5,17,2,Partly cloudy,Night,Saturday,no,Majlis Perbandaran Klang
malay,female,thin,53,yes,baby,small,red,formal,yellow,short_sleeve,purple,short,clothes,3,8,no,22,4,17,1,Passing clouds,Early Morning,Tuesday,no,Majlis Perbandaran Klang
indian,male,fat,27,yes,baby,small,green,traditional,orange,long sleeve,black,short,clothes,6,7,no,54,2,11,2,Broken clouds,Noon,Saturday,no,Majlis Perbandaran Klang
foreigner,female,thin,47,no,baby,big,yellow,formal,black,long sleeve,blue,short,clothes,5,8,yes,11,0,14,3,Passing clouds,Early Morning,Thursday,no,Shah Alam
indian,female,thin,37,no,baby,big,blue,casual,black,short_sleeve,brown,short,blankets,4,10,yes,23,4,16,3,Broken clouds,Night,Monday,no,Majlis Perbandaran Klang
chinese,male,moderate,57,yes,toddler,small,blue,traditional,black,short_sleeve,white,long,clothes,6,8,yes,60,5,20,2,Broken clouds,Noon,Saturday,no,Shah Alam
chinese,female,thin,32,no,no_kids,big,orange,casual,pink,short_sleeve,white,short,blankets,5,9,yes,34,0,18,1,Partly sunny,Morning,Monday,no,Shah Alam
indian,female,fat,26,yes,toddler,big,orange,traditional,black,short_sleeve,brown,short,blankets,3,9,yes,43,3,11,2,Broken clouds,Morning,Thursday,no,Majlis Perbandaran Klang
foreigner,female,moderate,30,yes,toddler,small,brown,traditional,red,long sleeve,pink,short,blankets,4,10,yes,52,2,11,2,Partly sunny,Noon,Tuesday,no,Shah Alam
chinese,female,fat,40,no,young,small,pink,casual,orange,long sleeve,yellow,long,blankets,5,7,no,17,0,16,1,Partly sunny,Morning,Tuesday,no,Shah Alam
indian,female,fat,44,no,baby,big,brown,formal,brown,short_sleeve,black,long,clothes,5,10,yes,50,0,10,2,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
malay,male,moderate,27,no,toddler,small,white,casual,yellow,short_sleeve,pink,long,blankets,6,9,yes,39,4,10,2,Broken clouds,Morning,Tuesday,no,Shah Alam
malay,female,thin,24,no,baby,small,green,casual,black,long sleeve,pink,long,clothes,5,7,no,31,3,12,1,Passing clouds,Early Morning,Wednesday,no,Majlis Perbandaran Klang
malay,female,moderate,51,yes,toddler,small,white,traditional,pink,short_sleeve,blue,long,clothes,3,8,yes,40,3,9,3,Partly sunny,Noon,Monday,no,Majlis Perbandaran Klang
indian,male,fat,50,yes,no_kids,big,green,casual,pink,short_sleeve,blue_jeans,long,blankets,4,10,no,13,1,9,1,Broken clouds,Night,Thursday,no,Majlis Perbandaran Klang
chinese,male,thin,34,yes,toddler,big,red,casual,purple,long sleeve,purple,long,blankets,6,10,no,48,0,16,3,Partly cloudy,Early Morning,Friday,no,Shah Alam
malay,male,fat,35,no,baby,small,purple,casual,green,long sleeve,blue_jeans,long,clothes,4,8,yes,28,2,13,3,Strong thunderstorms,Evening,Friday,no,Majlis Perbandaran Klang
foreigner,female,moderate,28,no,baby,small,green,casual,white,short_sleeve,yellow,short,clothes,4,8,yes,33,4,10,1,Thunderstorms,Night,Sunday,no,Majlis Perbandaran Klang
foreigner,female,thin,29,yes,baby,small,pink,traditional,yellow,short_sleeve,red,short,clothes,4,7,yes,57,4,20,3,Broken clouds,Evening,Tuesday,no,Shah Alam
foreigner,female,moderate,30,no,toddler,small,blue,traditional,grey,short_sleeve,blue,short,clothes,5,9,no,33,4,17,2,Broken clouds,Morning,Monday,no,Majlis Perbandaran Klang
indian,female,thin,49,no,toddler,big,white,formal,black,short_sleeve,blue,long,clothes,5,9,yes,14,5,10,3,Broken clouds,Morning,Tuesday,no,Majlis Perbandaran Klang
chinese,female,fat,20,no,no_kids,big,white,traditional,pink,long sleeve,black,short,clothes,3,10,yes,45,5,16,3,Thunderstorms,Evening,Monday,no,Majlis Perbandaran Klang
indian,female,moderate,47,no,toddler,big,green,formal,brown,long sleeve,blue_jeans,short,clothes,5,8,no,48,3,16,1,Passing clouds,Night,Friday,no,Majlis Perbandaran Klang
chinese,male,thin,43,no,no_kids,big,pink,traditional,green,long sleeve,white,short,blankets,5,9,no,53,0,7,3,Partly cloudy,Late Night,Monday,no,Majlis Perbandaran Klang
indian,male,thin,23,yes,baby,small,orange,casual,white,short_sleeve,purple,long,clothes,5,9,yes,33,3,14,3,Partly cloudy,Night,Tuesday,no,Shah Alam
malay,female,moderate,43,yes,toddler,big,red,formal,green,short_sleeve,red,short,blankets,6,7,no,36,4,10,1,Partly sunny,Noon,Thursday,no,Shah Alam
foreigner,male,thin,42,no,toddler,big,purple,casual,white,long sleeve,red,long,blankets,3,7,no,58,3,17,2,Partly cloudy,Late Night,Friday,no,Majlis Perbandaran Klang
indian,female,fat,38,no,baby,big,black,casual,red,short_sleeve,black,long,blankets,5,8,yes,22,0,13,2,Broken clouds,Evening,Thursday,no,Majlis Perbandaran Klang
foreigner,male,moderate,48,yes,young,small,pink,casual,purple,short_sleeve,blue,long,clothes,5,9,no,17,3,15,2,Partly sunny,Morning,Sunday,no,Shah Alam
chinese,female,thin,25,no,no_kids,small,green,casual,brown,short_sleeve,blue,long,blankets,6,10,yes,47,1,11,1,Passing clouds,Early Morning,Tuesday,no,Shah Alam
malay,male,moderate,49,no,no_kids,small,pink,casual,yellow,short_sleeve,orange,long,blankets,5,9,yes,54,4,15,2,Partly cloudy,Early Morning,Wednesday,no,Shah Alam
indian,female,fat,51,no,baby,big,white,casual,orange,long sleeve,red,short,blankets,5,9,no,54,3,15,3,Thunderstorms,Night,Sunday,no,Shah Alam
chinese,male,thin,29,no,toddler,big,purple,traditional,black,long sleeve,black,short,clothes,4,9,yes,29,2,16,2,Broken clouds,Morning,Friday,no,Majlis Perbandaran Klang
foreigner,male,thin,44,no,toddler,big,orange,traditional,orange,short_sleeve,brown,long,clothes,3,9,no,31,4,21,1,Partly sunny,Evening,Saturday,no,Majlis Perbandaran Klang
foreigner,female,thin,20,no,young,big,blue,traditional,purple,short_sleeve,orange,short,blankets,6,10,no,40,4,7,3,Passing clouds,Night,Wednesday,no,Shah Alam
malay,male,fat,40,no,toddler,big,orange,formal,white,short_sleeve,green,short,blankets,4,9,no,35,0,9,1,Partly cloudy,Night,Sunday,no,Majlis Perbandaran Klang
indian,female,thin,54,yes,young,big,purple,formal,purple,short_sleeve,green,long,clothes,6,7,no,34,1,8,1,Broken clouds,Noon,Wednesday,no,Shah Alam
foreigner,male,thin,46,no,toddler,small,blue,casual,blue,long sleeve,black,long,clothes,5,8,yes,36,5,20,2,Partly cloudy,Early Morning,Thursday,no,Majlis Perbandaran Klang
malay,male,fat,34,no,no_kids,big,red,casual,green,short_sleeve,grey,long,blankets,4,9,yes,55,0,20,2,Partly cloudy,Early Morning,Monday,no,Majlis Perbandaran Klang
foreigner,male,thin,47,no,baby,small,grey,formal,blue,short_sleeve,red,short,blankets,5,7,yes,26,2,11,3,Broken clouds,Evening,Sunday,no,Shah Alam
